rank,personName,age,finalWorth,year,month,category,source,country,state,city,countryOfCitizenship,organization,selfMade,gender,birthDate,title,philanthropyScore,residenceMsa,numberOfSiblings,bio,about
313,Rahel Blocher,46.0,7600.0,2022,4,Manufacturing,chemicals,Switzerland,,Wilen bei Wollerau,Switzerland,,False,F,1976-01-01,,,,,"Rahel Blocher owes her fortune to EMS-Chemie, the Swiss polymer and chemical giant that her family has run for decades.
She received her stake when her father, Christoph Blocher, sold his shares to his children in 2004 to take a seat on the Swiss federal council.
Her sisters, Magdalena and Miriam, and brother Markus, are also billionaires.
Unlike Magdalena, who is the company's longtime CEO, Rahel isn't actively involved in EMS-Chemie's operations.
Instead she heads her father's investment company, Robinvest, and sits on the board of his Schweizer Musikinsel Rheinau Foundation.","The foundation operates Musikinsel, or ""music hotel,"" an old monastery that was converted to provide cheap practice space and housing for musicians."
851,Herb Simon,87.0,3500.0,2022,4,Real Estate,real estate,United States,Indiana,Indianapolis,United States,Simon Property Group,True,M,1934-10-23,"Chairman Emeritus of the Board of Simon Property Group, Inc.",2.0,"Indianapolis, IN",,"In 1960, Herb Simon and his brother Melvin (d. 2009) founded the precursor to Simon Property Group.
Simon Property Group is now one of the world's largest real estate investment trusts, with 233 properties globally, including 198 in the U.S.
Simon is chairman emeritus; his nephew, David, who is Melvin's son, has been CEO since 1995.

Simon also owns the Indiana Pacers, which he bought with his brother. The team is worth more than $1.5 billion. ","Simon was raised in a Bronx walk-up, the son of a Jewish tailor who emigrated from Central Europe.
Simon, a father of eight, is currently married to a former Miss Universe from Thailand."
1645,Robert G. Miller,76.0,1800.0,2022,4,Technology,electronics components,Canada,,Montreal,Canada,Future Electronics,True,M,1945-07-03,President and CEO,,,,"Canadian  Robert Miller cofounded electronics distributor Future Electronics in 1968. 
In 1976, he bought out his partner for $500,000; now the Quebec-based company is one of the world's largest electronics distributors.
Future Electronics has a reported $5 billion in revenues from operations in 44 countries.
Its products include adapter boards for LED screens, microcontrollers and LED lighting. ","Miller rarely grants interviews or attends public ceremonies, and does not allow his picture to be taken.
Miller believes in cryonics, the science of freezing bodies to restore life later on, and supports the cryonics-focused Alcor Life Extension Foundation."
56,Wang Wei,51.0,24300.0,2022,4,Service,package delivery,China,,Shenzhen,China,,True,M,1970-10-01,,,,,"Wang Wei chairs S. F. Holding, a package delivery service known as the ""FedEx of China""; it's also called SF Express.
In March 2018, the company obtained China's first license for drone deliveries. 
S.F. was founded in the city of Shunde in Guangdong Province in 1993; Wang owns roughly 60% of the shares.
Wang took the package delivery firm public through a reverse merger on the Shenzhen Stock Exchange in early 2017.",
2448,Alexander Karp,54.0,1100.0,2022,4,Technology,software firm,United States,California,Palo Alto,United States,Palantir Technologies,True,M,1967-10-01,Entrepreneur,,"San Jose, CA",,"Alex Karp is cofounder and CEO of data mining firm Palantir Technologies, which received early backing from CIA investment arm In-Q-Tel.
The company does contract work for government agencies like the Department of Defense, the FBI and the Danish National Police. 
Palantir went public on the New York Stock Exchange in an unusual direct listing process in September 2020.
 Karp met Palantir cofounder and billionaire Facebook investor Peter Thiel while at Stanford Law School.
Karp managed money before starting Palantir in 2004, and occasionally teaches meditation classes at the company.","In addition to his J.D. degree from Stanford, Karp holds a Ph.D. in neoclassical social theory from the Goethe University in Frankfurt, Germany.
The rumors that Palantir helped track down bin Laden, and Palantir's failure to reject them, have reportedly led to a rocky relationship with the CIA."
1818,Jin Lei & family,67.0,1600.0,2022,4,Healthcare,medical equipment,China,,Beijing,China,,True,M,1954-09-23,,,,,"Jin is founder and chairman of Beijing Balance Medical Technology, a supplier of treatments for soft tissue repair. 
Jin founded Balance Medical in 2005.",
2324,Lee Sang-ryul,60.0,1200.0,2022,4,Manufacturing,chemicals,South Korea,,,South Korea,Chunbo,True,M,1961-10-21,Co-CEO,,,,"Lee Sang-ryul is founder and co-CEO of Chunbo, a chemicals company, which he started in 1997.
Lee's wife, Seo Ja-won, is the other co-CEO of Chunbo.
The company specializes in making chemicals for lithium-ion batteries that power electric vehicles.
Lee was formerly head of development at Hanvit Chemical, a cleaning-supplies maker.",
1579,Katarina Martinson,40.0,1900.0,2022,4,Diversified,investments,Sweden,,Stockholm,Sweden,,False,F,1981-05-04,,,,1.0,"Katarina Martinson and her sister Louise Lindh each own a 14% stake in their family's investment outfit L.E. Lundbergforetagen AB.
The company holds interests in property management and a variety of other investments, including a pulp and paper company.
Both sisters have board seats in the group companies along with their father Fredrik Lundberg.
The company was founded by their paternal grandfather Lars in 1944 as a construction outfit. Fredrik took over management of the firm in 1981.
Privately Martinson is an active investor and owns stakes in clothing company NN07 and online cosmetics seller Lyko.","Martinson reportedly spent roughly $15 million in 2017 on a townhouse in central Stockholm, one of the most expensive house ever sold in Sweden. 
She chairs industrial group Indutrade -- which L.E. Lundbergforetagen invests in -- making her the youngest chairman of a company on the Stockholm Stock Exchange."
2324,Shum Chiu Hung & family,52.0,1200.0,2022,4,Real Estate,real estate,China,,Guangzhou,China,,True,M,,,,,,"Shum chairs Times Property, a Chinese real estate developer. 
Shum holds an EMBA degree from Fudan University in 2006.",
1818,Tan Yu Yeh,51.0,1600.0,2022,4,Fashion & Retail,retail,Malaysia,,Selangor,Malaysia,,True,M,1971-01-01,,,,,"Tan Yu Yeh gets his wealth from his stake in Mr. D.I.Y, a home improvement retail chain, which he founded in 2005.
The company was listed on the Malaysian stock exchange in October 2020 making him and his brother, Tan Yu Wei, both billionaires.
Mr. D.I.Y has 894 stores in Malaysia and six stores in Brunei.
D.I.Y stores are typically 10,000 square feet and carry products across ten categories including electrical items, stationery and toys.
Tan worked as an engineer and then as a remisier before setting up his home improvement venture. ",
1929,Geng Jianming,59.0,1500.0,2022,4,Real Estate,real estate,China,,Langfang,China,,True,M,1962-09-01,,,,,"Geng Jianmin chairs RiseSun Real Estate, which develops real estate in medium-sized cities in the Beijing-Tianjin-Hebei area.
Geng was born into a poor family in Nanjing. With several others, Geng started his own construction business in a work shed in 1995.",
728,Anil Agarwal & family,68.0,4000.0,2022,4,Metals & Mining,"mining, metals",United Kingdom,,London,India,,True,M,1953-09-07,,,,3.0,"Metals and mining magnate Anil Agarwal turned a tiny scrap metal business into London-headquartered Vedanta Resources.
In October 2018, Agarwal took Vedanta private after paying more than $1 billion for the one-third of the metals firm that he didn't already own. 
His listed Sterlite Technologies has hived off its power transmission business into a separate unit and listed an infrastructure investment trust.
Agarwal has a majority stake in India-listed Vedanta Ltd.
Agarwal has created a $10 billion fund in partnership with London firm Centricus to invest in Indian public sector companies that are being privatized.","Agarwal has pledged to give away 75% of his wealth to charity. In 2021, he signed the Giving Pledge.
In 2017 he bought a 19% stake in London-listed miner Anglo American through his family trust and sold it in 2019."
1196,Eren Ozmen,63.0,2600.0,2022,4,Manufacturing,aerospace,United States,Nevada,Reno,United States,,True,F,1958-09-03,Entrepreneur,,"Reno, NV",,"Eren Ozmen is chairwoman, president and majority owner of private aerospace and defense company Sierra Nevada Corporation (SNC).
SNC's Dream Chaser spacecraft is contracted by NASA for at least seven cargo missions to the International Space Station.
In April 2021, SNC spun off its space capabilities, headlined by Dream Chaser, into a new commercial space company, Sierra Space.
Ozmen and her husband Fatih, both Turkish immigrants, bought SNC in 1994 when it had just 20 employees.
They have orchestrated 20 acquisitions and turned SNC into a multi-billion dollar contractor to the U.S. Department of Defense.","Ozmen sold baklava and cleaned SNC's office building to put herself through business school at the University of Nevada, Reno.
The couple used their house as collateral to get a loan and take control of the company in a management buyout."
2324,Stanley Tang,29.0,1200.0,2022,4,Technology,food delivery app,United States,California,San Francisco,United States,DoorDash,True,M,1992-10-27,Cofounder,,"San Francisco, CA",,"Stanley Tang is a cofounder and head of labs at san Francisco-based restaurant delivery app DoorDash.
Tang owns about 4% of DoorDash, which went public on the New York Stock Exchange in early December 2020.",
12,Michael Bloomberg,80.0,82000.0,2022,4,Media & Entertainment,Bloomberg LP,United States,New York,New York,United States,Bloomberg L.P.,True,M,1942-02-14,CEO,4.0,"New York, NY",,"Michael Bloomberg cofounded financial information and media company Bloomberg LP in 1981.
He put in the seed funding for the company and now owns 88% of the business, which has revenues north of $10 billion.
Bloomberg got his start on Wall Street in 1966 with an entry level job at investment bank Salomon Brothers. He was fired 15 years later.
A major philanthropist, he has donated more than $5 billion to gun control, climate change and other causes.
He announced a run for president in November 2019 (but dropped out in March 2020), and spent hundreds of millions to defeat Donald Trump in 2020.
The mayor of New York City for 12 years, Bloomberg is one of just four individuals to have served that long.","In November 2018, Bloomberg pledged $1.8 billion to Johns Hopkins University, his undergraduate alma mater, adding to $1.5 billion he had already given the school.
As a teenager, Bloomberg worked at an electronics company in Cambridge, MA. "
951,"H. Ross Perot, Jr.",63.0,3200.0,2022,4,Real Estate,real estate,United States,Texas,Dallas,United States,,False,M,1958-11-07,,2.0,"Dallas-Fort Worth-Arlington, TX",,"Ross Perot Jr. founded real estate development company Hillwood, whose diversified portfolio is estimated to exceed 42 million square feet.
His father, late billionaire presidential candidate Ross Perot Sr., let his son borrow against his fortune to start his real estate empire.
Perot Jr.'s Hillwood has developed and acquired more than 200 million square feet of industrial space and 90 residential communities.
Hillwood also built AllianceTexas, an inland port on 27,000 acres of pasture outside Fort Worth, which is home to 61,000 employees and 525 companies.
Hillwood is developing Frisco Station, a $1.8 billion, 242-acre mixed-use development in Frisco, Texas, that is set to open in 2021.","A former Air Force pilot, Perot Jr. was the first person ever to circumnavigate the globe in a helicopter.
In 2001 Perot Jr. sold the Dallas Mavericks basketball team to Mark Cuban for $285 million."
637,David Bonderman,79.0,4500.0,2022,4,Finance & Investments,private equity,United States,Texas,Fort Worth,United States,,True,M,1942-11-27,,2.0,"Dallas-Fort Worth-Arlington, TX",,"David Bonderman is chairman and founding partner of private equity giant TPG, which managed about $80 billion in assets.
 ""Bondo"" met his longtime business partner Jim Coulter while working for billionaire Robert Bass. The pair left in 1992 to found TPG.
Their first big deal was a $66 million investment in faltering Continental Airlines, which ultimately made them a $640 million profit.
Together the two are still principal owners of TPG; Bonderman operates from Fort Worth and Coulter from San Francisco.
In 1995 he created the Bonderman Travel Fellowship at the U.of Wash., sponsoring fellows to travel to at least 6 countries for 8 months.
A supporter of conservation, he is a board member of The Wilderness Society.
Both Coulter and Bonderman sit on the founding board of the Rise Fund, TPG's impact investing fund.","Bonderman studied Islamic law in Egypt and Tunis, and published an article for the Harvard Law Review titled ""Modernization and Changing Perceptions of Islamic Law.""
In June 2017, Bonderman landed in hot water after making a sexist joke at an all-hands Uber  meeting. He resigned as a board member later that day.
Bonderman received approval for a new NHL team in Seattle, which will begin play in 2020"
1163,Yvonne Bauer,45.0,2700.0,2022,4,Media & Entertainment,"magazines, media",Germany,,Hamburg,Germany,,False,F,1977-03-29,,,,,"Yvonne Bauer runs Bauer Media Group, which has been in her family for five generations since its founding as a small printing company in 1875.
Europe's largest magazine company, it focuses on women's content and counts over 600 titles worldwide, including InTouch and Grazia.
Yvonne Bauer is the second-youngest child of Heinz Heinrich Bauer. She received 85% of the company, while her three sisters each received 5%.
In 2020, Bauer expanded its reach in the German newspaper industry with the acquisition of Mitteldeutsche Zeitung in Halle for an undisclosed sum.
Prior to joining her family's company in 2005, Bauer apprenticed at publishing House Hoffmann und Campe.","In the digital sphere, Bauer Group runs over 400 websites and apps, including The Debrief and Lecker.de.
In 2014, she married Enno Koch, a German television journalist and producer; the couple has twins born in 2015."
1445,Thomas Wu,72.0,2100.0,2022,4,Finance & Investments,finance,Taiwan,,Taipei,Taiwan,,False,M,1950-04-01,,,,,"Wu is chairman of Taishin Financial Holdings, a financial-services firm based in Taipei.
His father, Wu Hu-So, led one of Taiwan's first textile empires after World War II.
Wu's older brother Eugene, who's also a billionaire, founded Shin Kong Financial, one of largest financial companies in Taiwan.
Thomas went his own way years ago, starting his own financial-services company.",
1445,Tatyana Bakalchuk,46.0,2100.0,2022,4,Fashion & Retail,ecommerce,Russia,,Moscow region,Russia,,True,F,1975-10-16,,,,,"Tatyana Bakalchuk, a former English teacher and mother of four, founded e-commerce retailer Wildberries in 2004.
She founded the business at age 28 in her Moscow apartment while on maternity leave.
Her husband, Vladislav, an IT technician, soon joined her. 
In the early years, she resold clothes from German retailer Otto.
Wildberries, which offers 31,000 brands on its website, sold over $3.5 billion worth of apparel in 2019.","Wildberries processes roughly 400,000 orders a day.
Bakalchuk is the richest of only two woman billionaires in Russia."
235,"Herbert Kohler, Jr. & family",83.0,8800.0,2022,4,Manufacturing,plumbing fixtures,United States,Wisconsin,Kohler,United States,Kohler Co.,False,M,1939-02-20,Executive chairman,2.0,"Sheboygan, WI",,"Herbert Kohler Jr. is the executive chairman of Kohler, the Wisconsin-based plumbing fixture manufacturer that bears his family's name. 
He stepped down as CEO in 2015 after running the company for 43 years but remains chairman. His son David is the CEO.
Herb Kohler's grandfather founded the company in 1873 to manufacture hitching posts and farm tools.
The company pulls in $7 billion in revenues from selling furniture, tile, engines and generators and the toilets and faucets that it's best known for.
The Kohler company owns two golf resorts in Kohler, Wisc., plus the Old Course Hotel in St. Andrews, Scotland.","Herbert Kohler breeds Morgan show horses on farms in Kentucky and Wisconsin.
Kohler's Whistling Straits golf course on Lake Michigan hosted the 2021 Ryder Cup."
1096,Diane Kemper,76.0,2800.0,2022,4,Real Estate,real estate,United States,New York,New York,United States,,False,F,1945-07-21,,1.0,"New York, NY",,"Real estate heiress Diane Kemper is one of four Goldman siblings who co-own Solil Management, which owns at least 400 properties in New York City. 
Trophies include retail and office space along Madison Avenue in midtown and high-end coops on the Upper East Side. 
Diane is the second-oldest child of late patriarch Sol Goldman, who started buying up foreclosed properties for bargain prices in the 1950s. 
Diane headed the residential leasing department for several decades. She scaled back due to health issues several years ago.
The family also owns a 17% stake in the World Trade Center developments in lower Manhattan.",
2190,Susumu Fujita,48.0,1300.0,2022,4,Media & Entertainment,internet media,Japan,,Tokyo,Japan,,True,M,1973-05-16,,,,,"Susumu Fujita founded website and online blog and TV platform CyberAgent in 1998.
He owns a minority stake in the Tokyo-listed company. 
The company also has an internet and mobile phone advertising agency. ",
1012,Karsanbhai Patel,78.0,3000.0,2022,4,Diversified,consumer goods,India,,Ahmedabad,India,,True,M,1944-01-07,,,,,"Low-profile founder of Nirma, Karsanbhai Patel, started out mixing detergents in his backyard and selling them door-to-door on his bicycle.
His low-price Nirma brand sparked a detergents war with bigger rivals such as Unilever and Procter & Gamble.
Today Nirma is one of the largest producers of soda ash in the world by volume.
Patel has long handed over operations to the next generation and took the company private in 2012.
His cement unit Nuvoco Vistas was listed in August 2021.","Patel was born into a farmer's family in Gujarat and started his career as a lab assistant.
Nirma is named after Patel's late daughter Nirupama."
1163,Hailiang Feng,61.0,2700.0,2022,4,Metals & Mining,"copper, education",China,,Zhuji,China,,True,M,1960-10-01,,,,,"Feng Hailiang chairs Zhejiang-based Hailiang Group, whose interests include copper smelting, real estate, education and agribusiness.
Feng started a trading company in 1985, followed by a copper products factory in 1989; the latter was the predecessor to Hailiang Group.
Feng's son Feng Luming is an executive director of Hong Kong-listed Hailiang International Holding. 
Liming holds undergraduate and graduate degrees in business from the University of San Francisco.",
951,Rudy Ma,81.0,3200.0,2022,4,Finance & Investments,finance,Taiwan,,,Taiwan,,True,M,1940-07-04,,,,,"Ma is the founder of Taiwan financial-services company Yuanta Financial Holding; his younger son Wei Chen sits on the board.
Ma was sentenced in 2014 to seven and a half years in prison in a breach-of-trust case, but he hasn't been jailed due to the onset of dementia.
The Ma family holds one of Taiwan's top art collections.",
509,Ugur Sahin,56.0,5300.0,2022,4,Healthcare,biotechnology,Germany,,Mainz,Germany,,True,M,1965-09-19,,,,,"U&#287;ur &#350;ahin is CEO and cofounder of German biotech firm BioNTech, which partnered with Pfizer to produce the first Covid-19 vaccine approved in the US.
&#350;ahin led BioNTech to start on a vaccine for the coronavirus in early 2020; it partnered with Pfizer in March 2020 and got approval in December.
&#350;ahin, who was born in Turkey and grew up in Germany, owns about 17% of BioNTech, which went public on the Nasdaq in October 2019.
In 2001 &#350;ahin and his immunologist wife, Ãzlem TÃ¼reci, cofounded Ganymed Pharmaceuticals; Astellas Pharma acquired Ganymed in 2016 for $460 million. 
&#350;ahin and his wife TÃ¼reci cofounded BioNTech in 2008, backed by German billionaire brothers Thomas and Andreas Struengmann.","&#350;ahin's parents worked in a Ford factory iin Germany; he was trained as a doctor and worked as a researcher and a professor. 
Germany's billionaire Struengmann brothers have backed both of &#350;ahin's drug companies: Ganymed Pharmaceuticals and BioNTech SE. "
1818,Sam Goi,75.0,1600.0,2022,4,Food & Beverage,frozen foods,Singapore,,Singapore,Singapore,,True,M,1946-12-28,,,,,"Son of a Fujian farmer, Sam Goi owns Tee Yih Jia Food Manufacturing, the world's largest maker of popiah skins, which are used for spring rolls.
Goi dropped out of school to work in his father's grocery store then got into frozen foods when he bought a struggling food unit.
He also has real estate interests through his stakes in listed firms GSH and KOP. 
Goi is Singapore's non-resident ambassador to Brazil.
In April 2021, he became chairman of Singapore-based consumer good firm Hanwell Industries after a board room tussle.","Goi sold a 28-story office tower in Singapore for $512 million to a Chinese buyer in 2017.
He collects French antiques and Chinese artworks."
2076,Anatoly Lomakin,69.0,1400.0,2022,4,Metals & Mining,investments,Russia,,Moscow,Russia,,True,M,1952-06-30,,,,,"Anatoly Lomakin started out trading chemicals and sharing an office with future billionaire Vladimir Potanin.
In 1992 he persuaded three of the largest post-Soviet producers of fertilizer--Silvinit, Uralkali and Belaruskali--to unite.
In 2010 Lomakin and his partners sold their stakes in Silvinit, Russia's second-largest producer of potassium fertilizer, for roughly $3 billion.
Today Lomakin owns 50% of Investstroy, a company that invests in housing and residential property development.","Anatoly Lomakin became a Yedinaya Rossiya party deputy in Russia's State Duma in 2012 but stepped down less than a year later, citing health problems. 
The only law that he voted for during his time in the Duma was one prohibiting the adoption of Russian children by U.S. citizens. "
552,Ben Chestnut,47.0,5000.0,2022,4,Technology,email marketing,United States,Georgia,Atlanta,United States,,True,M,1974-06-15,,1.0,"Atlanta, GA",,"Ben Chestnut founded what later became Mailchimp with Dan Kurzius in 2001 as a side project to their web design company.
Mailchimp's email marketing software for small businesses garnered enough customers that in 2007 they committed to it full time.
Wary of giving up control to outside investors, Chestnut and Kurzius bootstrapped growth from profits and took no outside money.
In September 2021, Intuit announced it would acquire Mailchimp in a $12 billion cash and stock acquisition.
At the time of announcement, Chestnut and Kurzius each owned 50% of the Atlanta-based company, which had $800 million in 2020 revenue.","Chestnut learned about small business from his mom, who ran a hair salon from the family's kitchen in Georgia.
He studied industrial design at Georgia Tech, taught himself how to build websites, and worked at Cox Interactive Media. "
2324,Ashok Boob,70.0,1200.0,2022,4,Manufacturing,specialty chemicals,India,,Pune,India,,True,M,1952-03-02,,,,,"Ashok Boob gets his wealth from his holding in specialty chemicals maker Clean Science and Technology.
The Pune company made a stellar debut on the stock market in July 2021, listing at a 98% premium.
The bulk of the company's $70 million revenue comes from specialty chemicals that are used in everything from infant food formulas to cosmetics to cereals.
It also makes pharma intermediaries which are used in cough syrups and anti-retrovirals.
Boob is the cofounder and managing director.",
2448,Henadiy Boholyubov,60.0,1100.0,2022,4,Diversified,"banking, investments",Ukraine,,Dnipro,Ukraine,,True,M,1962-01-01,,,,,"With fellow Ukrainian billionaire Ihor Kolomoyskyy, Henadiy Boholyubov founded PrivatBank with $1 million in capital in the early 1990s. 
Over the years it grew to be a key bank in Ukraine, handling more than a third of private deposits and serving about half the country's population.
In 2016, Ukraine's government nationalized the bank; an investigation indicated large-scale fraud over a period of ten years. 
In December 2017, the U.K. froze more than $2.5 billion in assets belonging to Kolomoyskyy and Boholyubov. They denied wrongdoing.
Boholyubov now draws much of his fortune from the Privat Group, a conglomerate that owns interests in petrol stations and oil and gas, among other investments. 
",
106,Lukas Walton,35.0,16500.0,2022,4,Fashion & Retail,Walmart,United States,Wyoming,Jackson,United States,,False,M,1986-09-19,,2.0,"Jackson, WY",,"Lukas Walton is the grandson of Walmart founder Sam Walton.
He inherited his fortune when his father, John Walton, died in a 2005 plane crash.
He received about one-third of his father's estate; his mother, Christy Walton, got about one-sixth.
He owns stakes in Walmart, First Solar and Arvest Bank, though he does not work for the companies.
Walton has donated at least $149 million to his family's namesake foundation, where he chairs the environment program committee.","Lukas battled cancer as child. His mother has reportedly claimed that an all-organic diet eliminated his tumor.
Lukas studied environmentally sustainable business at Colorado College and now invests in eco-friendly funds."
709,Shaul Shani,67.0,4100.0,2022,4,Telecom,telecom,Italy,,Milan,Israel,,True,M,1955-01-01,,,,," Israeli investor Shaul Shani sold Brazilian firm Global Village Telecom to Vivendi for $4.5 billion in 2009; his take was $1.4 billion.
 He has since increased his fortune via mezzanine lending and investments in emerging economies.
Starting in the 1980s, he cofounded three companies; two of them, Oshap Technologies and Tecnomatix, were acquired for $210 million and $228 million.
In 2014, Shani took control of Israeli communications equipment maker ECI Telecom; he agreed to sell to publicly traded Ribbon Communications in 2019.
In 2021, Shani became chairman of Rashi, one of Israel's largest charities. ",
728,Rakesh Gangwal,68.0,4000.0,2022,4,Service,airline,United States,Florida,Miami,United States,,True,M,1953-07-25,,1.0,"Miami-Fort Lauderdale-Pompano Beach, FL",,"Airline veteran Rakesh Gangwal made his fortune from InterGlobe Aviation, the parent outfit of budget airline IndiGo, India's largest by market share.
Gangwal started his airline career with United Airlines in 1984 and went on to run US Airways Group as its chief executive and chairman.
Gangwal cofounded IndiGo, headquartered outside Delhi, with pal Rahul Bhatia (also a billionaire) in 2006 with one aircraft. 
The Miami resident owns close to 37% of the company and served as a board member.
He resigned from the company's board in February and said he would be gradually selling his holding over the next five years. ","The Indian-born mechanical engineer studied at the Indian Institute of Technology, Kanpur before getting his M.B.A. at Wharton. 
He and his wife paid $30 million for a Miami mansion that previously belonged to billionaire Charles Johnson.
Gangwal and Bhatia had a bitter falling out in 2019 over corporate governance issues. Their dispute reached courts in London, Florida and Maryland.  "
687,Daniel D'Aniello,75.0,4200.0,2022,4,Finance & Investments,private equity,United States,Virginia,Vienna,United States,,True,M,1946-09-14,,2.0,"Washington, DC",,"Daniel D'Aniello is one of three billionaire founders of private equity firm Carlyle Group.
He stepped down as chairman in January 2018 and now serves as chairman emeritus of Carlyle, which has $260 billion in assets under management.
D'Aniello worked at Trans World Airlines, Pepsi and Marriott before joining William Conway Jr. and David Rubenstein to start Carlyle in 1987.
He attended Syracuse University on a scholarship, studying transportation economics, and later got his MBA at Harvard.
A Vietnam War veteran, D'Aniello contributed $20 million to Syracuse University's National Veterans Resource Center in 2018.
He is the chairman of the Virginia-based performing arts nonprofit Wolf Trap Foundation where First Lady Jill Biden is the honorary chair.","He worked 60 hours a week in the summers and 20 hours a week during school as a stock boy in a produce market from age 9 until graduation. 
D'Aniello was on the gymnastics team at Syracuse University. 
He was the only child of a single mother who worked four jobs simultaneously for 25 years to keep them above the poverty line. "
1445,Chen Huxiong,51.0,2100.0,2022,4,Manufacturing,stationery,China,,Shanghai,China,,True,M,1970-07-01,,,,,"Chen Huxiong is the vice chairman and president of Shanghai M&G Stationary Inc. 
M&G Stationary was founded in 1996. 
Chen's brother Chen Huwen is M&G's chairman and a fellow billionaire. ",
1096,Maritsa Lazari & family,77.0,2800.0,2022,4,Real Estate,real estate,United Kingdom,,London,United Kingdom,,True,F,1944-10-14,,,,,"Maritsa Lazari is the widow of late billionaire Christos Lazari, who died in 2015, a few months shy of their 50th wedding anniversary. 
The couple, who met in London, married in 1965. 
Christos eventually created a successful fashion line called Drendie Girl. The couple used the profits from that business to buy up property.
Lazari Investments owns more than 3 million square feet of commercial real estate in London, mostly office space that it rents out.","Maritsa was a cofounder of the real estate business and serves as a director. Her three children are also involved in the company.
In 2017, the family established a charity foundation in honor of Christos, donating an initial $4.9 million with plans to invest more in the future. "
1929,Bulent Eczacibasi,72.0,1500.0,2022,4,Diversified,"pharmaceuticals, diversified",Turkey,,Istanbul,Turkey,,False,M,1949-12-25,,,,,"Bulent Eczacibasi and brother Faruk are partners in a conglomerate that has 25 production facilities in Turkey and 16 abroad.
It is a global exporter of ceramic and wall tiles, plus bathroom fixtures and accessories (brands include VitrA, Villeroy & Boch and Engers Keramik).
Bulent and Faruk's father, Dr. Nejat F. Eczacibasi, focused on pharmaceuticals before expanding into personal health care and other businesses.
Eczacibasi Holding also operates in healthcare services and the production and distribution of medical products to hospitals.
Other key sectors are consumer products, finance, IT, mining and real estate development. Eczacibasi is Turkey's leading producer of toilet paper.","An avid collector, Bulent heads the Istanbul Foundation for Culture and Arts and the Istanbul Modern Art Foundation, which includes the Istanbul Modern Art Museum.
In Turkish, Eczacibasi means ""chief pharmacist,"" an honorary title and surname given to Bulent's grandfather, Suleyman Ferit Eczacibasi."
1053,Jane Goldman,66.0,2900.0,2022,4,Real Estate,real estate,United States,New York,New York,United States,,False,F,1955-07-29,,1.0,"New York, NY",,"Jane Goldman is America's only female billionaire running a real estate firm. She heads up Solil Management, which she owns with her three siblings.
The youngest daughter of Sol Goldman (d. 1987), once New York's biggest landlord, she oversees a portfolio that includes at least 400 properties.
Trophies include apartments on the Upper East Side and the block of land in Midtown Manhattan that includes the Olympic Tower and the Cartier Mansion.
The family also owns a 17% stake in the World Trade Center developments in lower Manhattan. 
Her brother Allan is co-chair but has taken a back seat in recent years. Her sisters Amy and Diane Kemper are senior advisers. ","The New York City resident paid $31 million in 2015 for a Palm Beach estate originally owned by the Kennedys; she sold it for $70 million in June 2020.
The Goldman family name is all over Yale University, from the law library named after Jane's mother, Lilian, to a $10 million endowed professorship. "
637,Guo Guangchang,55.0,4500.0,2022,4,Diversified,conglomerate,China,,Shanghai,China,,True,M,1967-02-16,,,,,"Guo Guangchang chairs Fosun International. He transformed the conglomerate into an insurance-focused investment group.
In December 2016, Fosun agreed to sell U.S. insurer Ironshore to Liberty Mutual for about $3 billion to help raise cash.
Fosun purchased a 74% stake in Indian pharmaceuticals company Gland Pharma in 2017.
Fosun's investments range from steelmaking to mining, tourism and pharmaceuticals.
Fosun cofounder Liang Xinjun is also a billionaire.",
386,John Grayken,65.0,6500.0,2022,4,Finance & Investments,private equity,United Kingdom,,London,Ireland,,True,M,1956-06-01,Investor,,,,"John Grayken is the founder and owner of Lone Star Funds, a private equity firm based in Dallas, Texas, that focuses on real estate investments.
Since 1995, Grakyen has raised 21 funds and drawn over $85 billion in committed capital. 
The assets Lone Star buys are managed by Hudson Advisors, a firm also based in Dallas that Grayken owns with over 900 employees.
Grayken is from a suburb south of Boston, but he renounced his U.S. citizenship for tax purposes in the 1990s and took Irish citizenship.",He bought Boston's most expensive condo for $33 million in 2016. 
2448,Ryuji Arai,75.0,1100.0,2022,4,Fashion & Retail,retail,Japan,,Tokyo,Japan,,True,M,1946-05-28,,,,,"Ryuji Arai started Bic Camera, the electronics and appliances retailing giant, in 1978. 
The company posted $7.6 billion in revenue in the fiscal year through August 2021.
Arai also owns stakes in temporary staffing firm Hit Communications Holdings and contact lens-maker Seed.",Bic Camera owns a majority stake in listed satellite TV network Nippon BS Broadcasting. 
1645,Marc Lasry,61.0,1800.0,2022,4,Finance & Investments,hedge funds,United States,New York,New York,United States,Avenue Capital Group,True,M,1960-09-23,Founder,,"New York, NY",,"Marc Lasry and his sister Sonia founded Avenue Capital Management in 1995 with $7 million in funding from friends and family. 
The firm manages about $10 billion in assets and focuses on distressed and undervalued securities.
Lasry was born in Morocco and moved to the U.S. at age 7 with his family, sharing a bedroom with his 2 siblings for a decade.
He is a major supporter of the Democratic Party, having raised funds for President Obama and candidate Hilary Clinton in the past.
Lasry has a stake in the Milwaukee Bucks, alongside Wesley Edens and Jamie Dinan. ","In August 2017, his daughter Sophie married Alex Swieca, the son of a cofounder of hedge fund Highbridge Capital.
A comic book collector, Lasry sold a Wonder Woman #1 comic at auction for a record $291,000 in December 2016."
